20150331_141247	20150331_141247.246	-1.733402	9.5732155	2.2864625	0.13452421	9.778369	0.7302315	-0.16298546	1.6138756	0.25246766	-1.8679262	-0.20515315	1.5562311	-33.474216	1.9091709	-59.772945	0.6696761	0.119572535	0.13875517	0.7197105
20150331_141247	20150331_141247.279	-1.2856863	9.491813	2.2385786	0.15846622	9.768792	0.8451532	-0.16192019	1.6554209	0.36751622	-1.4441526	-0.2769792	1.3934253	-32.787777	1.7004137	-58.836277	0.66202563	0.1364758	0.1604881	0.7192637
20150331_141247	20150331_141247.313	-0.9720459	9.54209	1.9919758	0.21667525	9.76131	0.91593176	-0.05752428	1.6298546	0.4580637	-1.1887212	-0.21921909	1.0760441	-31.995523	1.1486201	-57.61409	0.65588367	0.15202045	0.18289891	0.7164178
20150331_141247	20150331_141247.346	-0.7266402	9.217676	1.7741034	0.2988263	9.75712	0.9376292	0.07989483	1.5893745	0.51665324	-1.0254666	-0.53944355	0.83647424	-31.198288	0.42282918	-56.166435	0.65148956	0.16659486	0.20523605	0.71111584
20150331_141247	20150331_141247.378	-0.47764325	8.902839	1.6136919	0.38726214	9.754577	0.9316437	0.16192019	1.5382419	0.51239216	-0.86490536	-0.85173726	0.6820482	-30.328892	-0.2290691	-54.76123	0.64798635	0.18058589	0.22676753	0.7043288
20150331_141247	20150331_141247.411	-0.20590134	8.821436	1.532289	0.47569796	9.751135	0.92640644	0.16192019	1.4668691	0.48256478	-0.6815993	-0.92969847	0.60588264	-29.341684	-0.5845873	-53.607517	0.62895525	0.23912421	0.2962719	0.67783326
20150331_141247	20150331_141247.445	-0.005985504	8.942344	1.400608	0.55844754	9.747394	0.9192238	0.1587244	1.3528858	0.44101948	-0.56443304	-0.8050503	0.4813842	-28.310076	-0.7307178	-52.503006	0.6246513	0.25087965	0.31441852	0.6693364
20150331_141247	20150331_141247.478	0.033518825	8.882488	1.2030864	0.6313211	9.745	0.8975264	0.185356	1.2016183	0.39734364	-0.5978022	-0.86251116	0.30556	-27.396358	-0.85471344	-51.281773	0.62114924	0.2615481	0.33011326	0.66090196
20150331_141247	20150331_141247.511	0.02873042	9.252393	0.9624691	0.6973112	9.744401	0.8535329	0.22583605	1.0482202	0.36964676	-0.66858083	-0.49200845	0.108936176	-26.672361	-1.005208	-50.110725	0.61881614	0.271185	0.343366	0.65239954
20150331_141247	20150331_141247.544	0.09816227	9.587581	0.7398083	0.76300216	9.745149	0.7858967	0.2748382	0.9161274	0.3536678	-0.66483986	-0.1575684	-0.046088383	-26.060843	-1.2741779	-49.016296	0.61773336	0.2798764	0.3546137	0.64368
20150331_141247	20150331_141247.576	0.18674773	10.484209	0.35793316	0.81911623	9.747843	0.6907272	0.31531826	0.79788303	0.31318775	-0.6323685	0.7363667	-0.33279404	-25.60677	-1.6823181	-47.966137	0.6178628	0.288142	0.3636485	0.6348067
20150331_141247	20150331_141247.610	0.35673606	11.174936	0.05865794	0.8870517	9.74889	0.5849334	0.31851405	0.71053135	0.33129725	-0.5303157	1.4260464	-0.52627546	-25.4051	-2.0934277	-46.950462	0.6188255	0.29533985	0.3717559	0.62580097
20150331_141247	20150331_141247.643	0.63206923	11.745954	-0.33159694	0.99179804	9.74485	0.47300446	0.30786142	0.684965	0.4250405	-0.3597288	2.0011036	-0.80460143	-25.378178	-2.3371978	-46.062016	0.6206035	0.30122173	0.38044432	0.6159374
20150331_141247	20150331_141247.675	0.9504981	11.404779	-0.015562311	1.1121067	9.73647	0.36631286	0.34940672	0.664725	0.43995422	-0.16160862	1.6683097	-0.38187516	-25.365944	-2.3495824	-45.45388	0.6224544	0.30638164	0.38933134	0.6058893
20150331_141247	20150331_141247.708	1.5095441	11.007342	0.7098808	1.2123638	9.725547	0.3338415	0.21198761	0.6167881	0.31531826	0.2971803	1.2817957	0.3760393	-25.227991	-2.4437315	-44.96656	0.62183344	0.31032023	0.39819786	0.59871787
20150331_141247	20150331_141247.742	1.7513585	10.131064	1.6017209	1.3178585	9.706991	0.4528034	-0.15659387	0.62531024	0.30786142	0.43350014	0.42407298	1.1489176	-24.965805	-2.8857918	-44.381016	0.61651605	0.31114987	0.40977702	0.59596676
20150331_141247	20150331_141247.774	2.1942859	9.489418	1.6244658	1.4475942	9.679459	0.61725515	-0.3025351	0.63383234	0.34834146	0.74669164	-0.19003975	1.0072107	-24.70946	-3.4654894	-43.670662	0.6101705	0.31019038	0.4228614	0.5938538
20150331_141247	20150331_141247.807	2.1655555	10.305841	1.2413936	1.6003742	9.649231	0.7067384	-0.11611382	0.6764429	0.46871635	0.56518126	0.65660983	0.53465515	-24.47613	-3.8927264	-42.99646	0.6063086	0.31040445	0.43578076	0.5883316
20150331_141247	20150331_141247.840	2.5115175	8.342596	1.7741034	1.8429368	9.606135	0.70299745	0.28975192	0.8202536	0.7137272	0.66858083	-1.2635399	1.071106	-24.164837	-4.2519393	-42.47296	0.60593057	0.3114523	0.4513163	0.5763325
20150331_141247	20150331_141247.874	2.4432828	7.4746976	1.7896658	2.030732	9.570672	0.66828156	0.42077944	0.8351673	0.551807	0.41255087	-2.095974	1.1213843	-23.755787	-4.8352356	-41.946922	0.60545754	0.31518948	0.4646557	0.56406724
20150331_141247	20150331_141247.907	1.9201498	8.238448	1.6364368	2.092682	9.555858	0.68982935	0.2364887	0.85221153	0.24181503	-0.17253216	-1.3174095	0.9466075	-23.451723	-5.591465	-41.255756	0.6010887	0.32173783	0.47521403	0.5561914
20150331_141247	20150331_141247.941	1.6531962	9.291897	1.4101849	2.0691888	9.554361	0.7757214	0.035153728	0.9725864	0.027696876	-0.39683893	-0.732925	0.7338228	-23.433962	-6.238292	-40.412838	0.59265614	0.33045483	0.48541412	0.55129963
20150331_141247	20150331_141247.976	1.6639702	9.611523	1.1959038	1.9856911	9.563339	0.87567925	-0.017044231	1.0865697	-0.1374191	-0.33249477	-0.27144262	0.53450555	-23.628492	-6.7346215	-39.454685	0.5819829	0.3415289	0.49512273	0.5472727
20150331_141248	20150331_141248.007	1.6639702	9.611523	1.1959038	1.8733132	9.579949	0.9403227	0.05326322	1.1174624	-0.221575	-0.20934302	0.031573534	0.25558102	-23.883648	-7.178944	-38.466286	0.56799406	0.3597762	0.50875294	0.53769344
20150331_141248	20150331_141248.039	1.5310919	9.544485	0.91578215	1.7742531	9.59626	0.9657611	0.12676647	1.107875	-0.1736381	-0.24316111	-0.051774614	-0.04997896	-24.08463	-7.554775	-37.420086	0.5584639	0.37265813	0.5165868	0.53139645
20150331_141248	20150331_141248.071	1.5251064	9.32781	0.7062895	1.7187376	9.606135	0.9681553	0.17150757	1.1291803	-0.04367584	-0.19363107	-0.27832595	-0.26186582	-24.2006	-7.6610045	-36.121197	0.5500413	0.3848213	0.525214	0.522989
20150331_141248	20150331_141248.104	1.875857	9.2787285	0.62249243	1.7015293	9.610026	0.9593267	0.19707392	1.1547467	0.03621899	0.1743278	-0.33129767	-0.33683425	-24.250284	-7.4398212	-34.77894	0.54231906	0.39619717	0.5346707	0.5128794
20150331_141248	20150331_141248.137	2.2493525	9.141062	0.6380547	1.7149966	9.609427	0.9410709	0.2247708	1.1227887	0.083090626	0.5343559	-0.4683657	-0.30301616	-24.286171	-7.077515	-33.576122	0.53550225	0.40651652	0.54422337	0.50179946
