20150331_142927	20150331_142927.275	0.21667525	7.7584105	-1.2533646	0.9172785	9.71612	-0.9609727	-0.083090626	0.08735168	0.66365975	-0.70060325	-1.9577088	-0.2923919	35.10744	14.789775	-2.4971926	0.17488045	0.7200037	0.6646093	0.09646703
20150331_142927	20150331_142927.309	0.40940848	8.653842	-1.4065934	1.0642227	9.700407	-0.96920276	-0.024501082	0.11611382	0.5049353	-0.6548142	-1.0465654	-0.4373907	35.16251	14.471302	-2.7054105	0.17911215	0.7192596	0.6651689	0.090193726
20150331_142927	20150331_142927.342	0.48243165	10.110714	-1.7561469	1.1406875	9.687987	-1.0057143	0.04261058	0.10439591	0.30786142	-0.6582558	0.42272624	-0.7504326	35.17055	13.994524	-2.8838046	0.18105781	0.7200609	0.6642965	0.08625835
20150331_142927	20150331_142927.375	0.45489833	11.397597	-1.780089	1.1613375	9.67871	-1.0694599	0.14594123	0.080960095	0.16085494	-0.70643914	1.7188872	-0.710629	35.21399	13.4771595	-3.0423176	0.1813415	0.72224313	0.66210395	0.08425244
20150331_142927	20150331_142927.408	0.6452374	10.976217	-1.3359646	1.1638813	9.674371	-1.1050737	0.1075917	0.05965481	0.078829564	-0.5186439	1.3018472	-0.23089083	35.339893	13.102535	-3.2193444	0.18098213	0.72359395	0.66085035	0.083272226
20150331_142927	20150331_142927.441	0.93852705	12.601881	-1.2066777	1.1094133	9.682002	-1.0935516	-0.0127831735	-0.00958738	-0.109722234	-0.17088614	2.9198787	-0.11312603	35.465393	13.01887	-3.1474802	0.17905673	0.7236651	0.66102684	0.08538808
20150331_142927	20150331_142927.474	1.9309237	11.683704	-0.34715924	1.0730513	9.693973	-1.0220249	-0.1257012	-0.06391586	-0.18002969	0.85787237	1.9897312	0.6748656	35.461994	13.269093	-2.8967693	0.17792724	0.7214223	0.66346467	0.08778715
20150331_142927	20150331_142927.507	2.1260512	11.555614	-0.23702596	1.0336965	9.707291	-0.9316437	-0.18961707	-0.10546118	-0.2151834	1.0923545	1.8483237	0.69461775	35.264217	13.703888	-2.8181758	0.1770718	0.7184288	0.666514	0.090911955
20150331_142927	20150331_142927.540	2.2266076	12.7970085	-0.88944596	1.0785879	9.704298	-0.9127894	-0.024501082	-0.034088463	0.049002163	1.1480197	3.09271	0.023343466	35.042522	14.1855	-2.8522148	0.17890587	0.7173057	0.66738653	0.08978063
20150331_142927	20150331_142927.573	3.2022448	9.872491	0.19752164	1.3002012	9.677961	-0.90291333	0.11504856	0.12144014	0.45912898	1.9020436	0.1945289	1.1004349	34.957294	14.549648	-2.784842	0.18515792	0.71536845	0.6689466	0.08046763
20150331_142927	20150331_142927.605	3.0897174	9.449914	-0.02873042	1.4977227	9.652075	-0.87433255	0.022370553	0.098004326	0.41864893	1.5919945	-0.2021604	0.8456021	35.02835	14.69664	-2.5933032	0.19079281	0.7128602	0.6709544	0.072448336
20150331_142927	20150331_142927.639	2.4744074	8.139089	-0.1340753	1.5924433	9.643246	-0.8013094	-0.1587244	0.025566347	0.16405073	0.881964	-1.5041572	0.66723406	35.189476	14.681143	-2.3506808	0.19345683	0.7095268	0.6740454	0.0693485
